id,country,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,longitude,latitude,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
80,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,NUSANTARA,996268,ORANG,2015
228,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,NUSANTARA,5755896,ORANG,2018
133,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,MANCANEGARA,2782,ORANG,2016
188,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,NUSANTARA,5436456,ORANG,2017
323,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,NUSANTARA,845333,ORANG,2020
322,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,MANCANEGARA,154,ORANG,2020
268,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,MANCANEGARA,713,ORANG,2019
269,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,NUSANTARA,2080581,ORANG,2019
28,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,NUSANTARA,156937,ORANG,2014
27,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,MANCANEGARA,56,ORANG,2014
187,INDONESIA,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.55888499999998,107.44972199999998,MANCANEGARA,435342,ORANG,2017
321,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,310977,ORANG,2020
320,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,MANCANEGARA,1086,ORANG,2020
26,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,3227988,ORANG,2014
25,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,MANCANEGARA,170274,ORANG,2014
267,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,1080895,ORANG,2019
78,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,3227988,ORANG,2015
227,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,3801603,ORANG,2018
266,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,MANCANEGARA,0,ORANG,2019
77,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,MANCANEGARA,170274,ORANG,2015
186,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,176254,ORANG,2017
132,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,NUSANTARA,3477300,ORANG,2016
131,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,MANCANEGARA,748972,ORANG,2016
185,INDONESIA,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.560931999999996,107.75390599999997,MANCANEGARA,4621,ORANG,2017
163,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,MANCANEGARA,14008,ORANG,2017
164,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,2167288,ORANG,2017
55,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,MANCANEGARA,49985,ORANG,2015
245,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,153733,ORANG,2019
216,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,2172706,ORANG,2018
56,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,2031979,ORANG,2015
109,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,MANCANEGARA,49985,ORANG,2016
110,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,2031979,ORANG,2016
299,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,738782,ORANG,2020
298,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,MANCANEGARA,586,ORANG,2020
4,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,NUSANTARA,2031979,ORANG,2014
3,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,MANCANEGARA,49985,ORANG,2014
244,INDONESIA,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,-6.926426999999995,106.836548,MANCANEGARA,10500,ORANG,2019
263,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,175945,ORANG,2019
262,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,MANCANEGARA,0,ORANG,2019
181,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,MANCANEGARA,352,ORANG,2017
182,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,427132,ORANG,2017
128,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,992315,ORANG,2016
22,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,512722,ORANG,2014
127,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,MANCANEGARA,18637,ORANG,2016
317,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,248080,ORANG,2020
225,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,428200,ORANG,2018
21,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,MANCANEGARA,9858,ORANG,2014
316,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,MANCANEGARA,9,ORANG,2020
73,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,MANCANEGARA,9884,ORANG,2015
74,INDONESIA,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.856212999999993,107.92419399999997,NUSANTARA,503212,ORANG,2015
171,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,MANCANEGARA,703,ORANG,2017
172,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,325507,ORANG,2017
64,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,1470613,ORANG,2015
252,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,MANCANEGARA,3075,ORANG,2019
253,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,1446239,ORANG,2019
63,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,MANCANEGARA,7638,ORANG,2015
220,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,1418679,ORANG,2018
118,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,505570,ORANG,2016
12,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,728209,ORANG,2014
307,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,NUSANTARA,658170,ORANG,2020
11,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,MANCANEGARA,3457,ORANG,2014
306,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,MANCANEGARA,134,ORANG,2020
117,INDONESIA,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.2889139999999975,108.20159900000002,MANCANEGARA,1362,ORANG,2016
337,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,2431290,ORANG,2020
201,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,MANCANEGARA,432271,ORANG,2017
202,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,1431290,ORANG,2017
147,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,MANCANEGARA,432271,ORANG,2016
148,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,1431290,ORANG,2016
336,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,MANCANEGARA,0,ORANG,2020
282,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,MANCANEGARA,0,ORANG,2019
39,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,MANCANEGARA,30178,ORANG,2014
40,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,1431290,ORANG,2014
94,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,1431290,ORANG,2015
235,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,2431290,ORANG,2018
93,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,MANCANEGARA,30178,ORANG,2015
283,INDONESIA,32,JAWA BARAT,3273,KOTA BANDUNG,-6.942785999999987,107.586365,NUSANTARA,2442250,ORANG,2019
295,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,107228,ORANG,2019
52,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,6166,ORANG,2014
51,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,MANCANEGARA,0,ORANG,2014
294,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,MANCANEGARA,32,ORANG,2019
160,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,50453,ORANG,2016
159,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,MANCANEGARA,0,ORANG,2016
349,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,9832,ORANG,2020
105,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,MANCANEGARA,0,ORANG,2015
106,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,4364,ORANG,2015
348,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,MANCANEGARA,0,ORANG,2020
213,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,MANCANEGARA,0,ORANG,2017
214,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,35137,ORANG,2017
241,INDONESIA,32,JAWA BARAT,3279,KOTA BANJAR,-7.365190999999991,108.544235,NUSANTARA,35225,ORANG,2018
151,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,MANCANEGARA,0,ORANG,2016
287,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,0,ORANG,2019
205,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,MANCANEGARA,0,ORANG,2017
206,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,0,ORANG,2017
286,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,MANCANEGARA,15,ORANG,2019
341,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,42065,ORANG,2020
340,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,MANCANEGARA,15,ORANG,2020
97,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,MANCANEGARA,0,ORANG,2015
44,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,0,ORANG,2014
152,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,0,ORANG,2016
237,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,0,ORANG,2018
98,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,NUSANTARA,0,ORANG,2015
43,INDONESIA,32,JAWA BARAT,3275,KOTA BEKASI,-6.244315999999986,107.00134300000002,MANCANEGARA,0,ORANG,2014
35,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,MANCANEGARA,104075,ORANG,2014
278,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,MANCANEGARA,207363,ORANG,2019
90,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,5293040,ORANG,2015
279,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,3749069,ORANG,2019
144,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,5293040,ORANG,2016
36,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,5293040,ORANG,2014
198,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,5875274,ORANG,2017
233,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,6340,ORANG,2018
89,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,MANCANEGARA,104075,ORANG,2015
332,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,MANCANEGARA,34400,ORANG,2020
143,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,MANCANEGARA,13217,ORANG,2016
197,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,MANCANEGARA,14670,ORANG,2017
333,INDONESIA,32,JAWA BARAT,3271,KOTA BOGOR,-6.599130999999995,106.79260300000003,NUSANTARA,1249690,ORANG,2020
210,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,1372,ORANG,2017
345,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,48148,ORANG,2020
156,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,1968,ORANG,2016
155,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,MANCANEGARA,339,ORANG,2016
239,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,12224,ORANG,2018
209,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,MANCANEGARA,351,ORANG,2017
290,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,MANCANEGARA,415,ORANG,2019
344,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,MANCANEGARA,29,ORANG,2020
102,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,1195,ORANG,2015
101,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,MANCANEGARA,565,ORANG,2015
48,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,0,ORANG,2014
291,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,NUSANTARA,15460,ORANG,2019
47,INDONESIA,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8787100000000185,107.55203200000001,MANCANEGARA,0,ORANG,2014
203,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,MANCANEGARA,1494,ORANG,2017
204,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,1422458,ORANG,2017
150,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,1354722,ORANG,2016
96,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,1354722,ORANG,2015
149,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,MANCANEGARA,1423,ORANG,2016
95,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,MANCANEGARA,1050,ORANG,2015
338,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,MANCANEGARA,161,ORANG,2020
339,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,326168,ORANG,2020
41,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,MANCANEGARA,1050,ORANG,2014
42,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,1354722,ORANG,2014
236,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,1256644,ORANG,2018
284,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,MANCANEGARA,1025,ORANG,2019
285,INDONESIA,32,JAWA BARAT,3274,KOTA CIREBON,-6.719846999999982,108.567581,NUSANTARA,996345,ORANG,2019
100,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,1864273,ORANG,2015
342,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,MANCANEGARA,55,ORANG,2020
46,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,1864273,ORANG,2014
288,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,MANCANEGARA,676,ORANG,2019
289,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,599,ORANG,2019
238,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,32112,ORANG,2018
207,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,MANCANEGARA,0,ORANG,2017
208,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,32000,ORANG,2017
153,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,MANCANEGARA,7812,ORANG,2016
154,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,1864273,ORANG,2016
99,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,MANCANEGARA,7812,ORANG,2015
343,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,NUSANTARA,215411,ORANG,2020
45,INDONESIA,32,JAWA BARAT,3276,KOTA DEPOK,-6.3890009999999915,106.806335,MANCANEGARA,7812,ORANG,2014
335,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,107386,ORANG,2020
334,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,MANCANEGARA,100,ORANG,2020
234,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,116039,ORANG,2018
280,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,MANCANEGARA,0,ORANG,2019
200,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,115750,ORANG,2017
145,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,MANCANEGARA,3266,ORANG,2016
146,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,82316,ORANG,2016
37,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,MANCANEGARA,270,ORANG,2014
281,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,0,ORANG,2019
91,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,MANCANEGARA,3266,ORANG,2015
92,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,82316,ORANG,2015
199,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,MANCANEGARA,3566,ORANG,2017
38,INDONESIA,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.920974000000011,106.92993200000001,NUSANTARA,118428,ORANG,2014
346,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,MANCANEGARA,15,ORANG,2020
347,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,32860,ORANG,2020
211,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,MANCANEGARA,25,ORANG,2017
293,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,695656,ORANG,2019
292,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,MANCANEGARA,22,ORANG,2019
157,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,MANCANEGARA,25,ORANG,2016
158,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,302908,ORANG,2016
103,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,MANCANEGARA,25,ORANG,2015
49,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,MANCANEGARA,267044,ORANG,2014
50,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,21921,ORANG,2014
104,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,267062,ORANG,2015
212,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,359174,ORANG,2017
240,INDONESIA,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351571000000017,108.242798,NUSANTARA,82329,ORANG,2018
